uuid,image1_index,image2_index,pair_id,r11,r12,r13,tx,r21,r22,r23,ty,r31,r32,r33,tz,h41,h42,h43,h44
b065efd1-7bb7-43b4-beb1-dcc5033281cf,2,3,image_0002_image_0003,0.9253095081204887,0.016379847300877978,0.0,11.557757843108286,-0.06793997982464675,0.9184573512329213,0.0,31.313011818795363,0.0,0.0,1.0,0.0,-9.088309317648433e-05,-5.253884172765543e-05,0.0,1.0
4adce824-b16f-41dc-8746-237e46ec4b8d,3,4,image_0003_image_0004,1.0101355200476207,0.0018229664220801975,0.0,63.045074271602516,0.008375289290135986,1.0161678387013768,0.0,-5.846680083855533,0.0,0.0,1.0,0.0,1.0937095843994793e-05,1.0795525679723227e-05,0.0,1.0
15a11d67-efde-4363-a242-ee8fd255147e,4,5,image_0004_image_0005,0.9799045262270998,0.0020731933082825736,0.0,22.570795813884544,0.017524293261045275,0.9701135982955404,0.0,9.038352340901788,0.0,0.0,1.0,0.0,2.9905070727416266e-05,-2.460352783100448e-05,0.0,1.0
d0d7284f-3e19-47b4-b53b-7bc84d79fa99,5,6,image_0005_image_0006,1.0021556955782753,0.00572948128392612,0.0,4.060672451242614,0.012896008063823981,1.0004659591345237,0.0,-0.7741766548787433,0.0,0.0,1.0,0.0,1.5361195190099575e-05,-5.764280448038096e-07,0.0,1.0
bb739b79-5510-475d-a731-e6805e69a39b,6,7,image_0006_image_0007,1.003855010529867,0.0034927770737428077,0.0,5.840641225081735,0.0003680301096018991,1.0085993818203138,0.0,-2.9457219781406967,0.0,0.0,1.0,0.0,-1.0293166047658943e-06,6.333254521912812e-06,0.0,1.0
2b3d8a51-0996-4502-883f-f9431b923ff6,7,8,image_0007_image_0008,1.0043341150764185,0.00033225705511385334,0.0,7.440819699134209,0.016642450884695226,0.99804751040418,0.0,0.2845315254526395,0.0,0.0,1.0,0.0,3.0147283483843395e-05,-2.9712877060866315e-06,0.0,1.0
a1263f19-21ff-4757-bc14-defffac9200c,8,9,image_0008_image_0009,1.0075374919830684,0.0004866463966691205,0.0,15.268329170174649,0.017719157364278624,1.0052992053979355,0.0,-2.8828125534057194,0.0,0.0,1.0,0.0,2.5414375717294947e-05,1.7338637242608484e-06,0.0,1.0
e41aef93-3cc4-4b4f-843f-fbe50702105b,9,10,image_0009_image_0010,1.0493861796167905,0.04276574761829789,0.0,20.674270207692462,-0.11435393053118698,1.1552748113784104,0.0,-37.184544181334324,0.0,0.0,1.0,0.0,-0.00012062176623291946,0.0001222481351487692,0.0,0.9999999999999999
a4e117dd-9ec0-4666-a4c4-96816eafbc85,10,11,image_0010_image_0011,0.9046650185442154,0.03399827355683108,0.0,35.12242325678822,-0.4790517581361658,1.018700077922985,0.0,26.00307913140452,0.0,0.0,1.0,0.0,-0.0005945511453317142,5.088092137869773e-05,0.0,1.0
bc22bad1-2af9-4620-8aa4-26d6e7a77cdd,11,12,image_0011_image_0012,0.8993779797776673,0.031591202074378634,0.0,63.495023720496185,-0.3275354930555348,0.9084525181548098,0.0,45.00974568023079,0.0,0.0,1.0,0.0,-0.0004203963728072371,-4.3382545694037475e-05,0.0,1.0
